hospital_id,date,occupied_beds,occupied_icu,ventilators_in_use,oxygen_cylinders_available,doctors_on_duty,nurses_on_duty
184,2025-08-29,555,34,23,196,144,348
184,2025-08-30,593,39,23,207,141,294
184,2025-08-31,587,41,20,180,147,312
184,2025-09-01,577,43,30,199,174,455
184,2025-09-02,605,42,24,177,145,320
184,2025-09-03,561,43,20,182,142,312
184,2025-09-04,594,40,23,191,140,408
184,2025-09-05,554,37,21,208,129,362
185,2025-08-07,140,13,8,20,166,445
185,2025-08-08,144,14,7,21,88,251
185,2025-08-09,144,14,7,6,117,260
185,2025-08-10,137,13,7,22,122,360
185,2025-08-11,138,13,8,2,179,469
185,2025-08-12,127,13,7,18,142,315
185,2025-08-13,139,12,6,17,140,401
185,2025-08-14,142,14,8,0,167,461
185,2025-08-15,144,14,8,11,185,492
185,2025-08-16,139,13,7,27,183,421
185,2025-08-17,143,13,7,21,166,380
185,2025-08-18,134,13,6,33,148,391
185,2025-08-19,134,12,7,22,162,371
185,2025-08-20,145,13,7,6,119,246
185,2025-08-21,146,15,8,28,135,382
185,2025-08-22,149,14,7,18,126,291
185,2025-08-23,140,14,7,33,140,409
185,2025-08-24,128,13,6,44,162,457
185,2025-08-25,139,13,8,19,179,448
185,2025-08-26,142,13,6,30,193,531
185,2025-08-27,141,14,7,3,159,318
185,2025-08-28,140,14,7,18,201,404
185,2025-08-29,144,13,7,20,148,427
185,2025-08-30,133,13,6,43,96,239
185,2025-08-31,132,13,6,21,119,245
185,2025-09-01,137,13,7,23,114,311
185,2025-09-02,154,14,7,51,177,363
185,2025-09-03,141,15,8,4,184,515
185,2025-09-04,142,14,7,31,155,334
185,2025-09-05,138,13,7,40,155,392
186,2025-08-07,614,85,53,7,166,456
186,2025-08-08,643,92,54,13,158,415
186,2025-08-09,664,97,56,9,160,470
186,2025-08-10,626,89,65,7,140,403
186,2025-08-11,588,83,54,43,184,467
186,2025-08-12,603,84,55,0,170,448
186,2025-08-13,595,90,63,12,126,263
186,2025-08-14,660,94,63,40,155,446
186,2025-08-15,659,95,62,0,147,300
186,2025-08-16,631,88,58,31,105,287
186,2025-08-17,631,88,55,14,180,517
186,2025-08-18,566,88,56,29,98,270
186,2025-08-19,609,90,54,6,171,511
186,2025-08-20,634,85,46,16,112,329
186,2025-08-21,641,91,57,27,180,379
186,2025-08-22,629,92,61,19,198,444
186,2025-08-23,593,89,56,3,193,498
186,2025-08-24,578,79,45,17,197,468
186,2025-08-25,611,87,57,40,50,123
186,2025-08-26,617,90,51,35,104,263
186,2025-08-27,645,95,62,39,116,261
186,2025-08-28,659,96,60,8,204,460
186,2025-08-29,619,89,57,11,117,238
186,2025-08-30,600,88,60,19,222,580
186,2025-08-31,588,78,46,4,139,332
186,2025-09-01,637,87,55,3,109,313
186,2025-09-02,647,95,61,0,166,492
186,2025-09-03,650,94,62,0,133,337
186,2025-09-04,617,89,65,7,129,320
186,2025-09-05,601,87,54,17,120,339
187,2025-08-07,1396,73,39,101,126,271
187,2025-08-08,1476,81,45,86,161,456
187,2025-08-09,1511,86,47,91,163,401
187,2025-08-10,1464,83,44,70,176,396
187,2025-08-11,1389,73,42,135,163,390
187,2025-08-12,1373,75,43,131,190,455
187,2025-08-13,1430,76,41,105,152,433
187,2025-08-14,1482,76,41,83,168,483
187,2025-08-15,1471,83,47,145,83,205
187,2025-08-16,1447,85,48,133,162,342
187,2025-08-17,1389,77,44,139,181,537
187,2025-08-18,1369,77,41,110,184,539
187,2025-08-19,1386,81,45,125,126,319
187,2025-08-20,1457,81,47,99,157,401
187,2025-08-21,1530,82,45,86,172,408
187,2025-08-22,1460,80,46,107,151,364
187,2025-08-23,1439,78,39,118,181,540
187,2025-08-24,1373,72,40,93,134,342
187,2025-08-25,1417,71,37,117,171,474
187,2025-08-26,1486,77,40,114,101,263
187,2025-08-27,1490,78,40,116,162,335
187,2025-08-28,1456,84,47,105,131,304
187,2025-08-29,1472,74,40,87,185,426
187,2025-08-30,1367,71,43,142,132,270
187,2025-08-31,1355,71,41,120,181,384
187,2025-09-01,1399,76,41,150,147,349
187,2025-09-02,1533,87,48,60,147,361
187,2025-09-03,1476,82,44,97,200,529
187,2025-09-04,1507,80,38,97,171,488
187,2025-09-05,1328,73,37,121,123,280
188,2025-08-07,64,6,3,40,152,337
188,2025-08-08,64,7,4,0,167,416
188,2025-08-09,68,7,3,0,126,252
188,2025-08-10,65,6,3,0,114,298
188,2025-08-11,59,6,3,0,141,398
188,2025-08-12,57,6,3,5,188,445
188,2025-08-13,59,6,3,35,122,340
188,2025-08-14,64,6,3,0,145,304
188,2025-08-15,66,7,4,0,104,296
188,2025-08-16,60,6,3,26,137,402
188,2025-08-17,57,6,3,0,149,338
188,2025-08-18,59,6,3,13,154,395
188,2025-08-19,62,6,3,0,97,232
188,2025-08-20,64,6,3,2,128,258
188,2025-08-21,69,6,3,5,54,124
188,2025-08-22,63,6,3,17,176,500
188,2025-08-23,63,6,3,14,167,405
188,2025-08-24,58,6,3,4,132,337
188,2025-08-25,60,6,3,12,185,481
188,2025-08-26,63,6,3,0,156,438
188,2025-08-27,66,7,4,31,163,410
188,2025-08-28,67,6,3,38,170,417
188,2025-08-29,61,6,3,25,138,318
188,2025-08-30,56,6,3,2,144,360
188,2025-08-31,62,6,3,24,246,717
188,2025-09-01,61,6,3,15,122,300
188,2025-09-02,61,6,3,0,126,342
188,2025-09-03,66,7,4,22,141,296
188,2025-09-04,62,7,4,17,180,395
188,2025-09-05,61,6,4,2,133,284
189,2025-08-07,98,12,7,0,113,247
189,2025-08-08,105,13,8,21,150,447
189,2025-08-09,102,12,6,35,178,359
189,2025-08-10,92,12,8,12,101,207
189,2025-08-11,98,13,7,37,136,279
189,2025-08-12,97,11,7,31,128,355
189,2025-08-13,89,12,7,50,147,300
189,2025-08-14,105,12,8,34,92,268
189,2025-08-15,102,12,7,8,170,464
189,2025-08-16,102,13,7,43,101,270
189,2025-08-17,96,13,8,17,117,306
189,2025-08-18,100,12,6,13,174,435
189,2025-08-19,101,11,7,0,125,314
189,2025-08-20,107,13,8,23,130,308
189,2025-08-21,103,13,8,27,163,406
189,2025-08-22,108,13,8,29,159,465
189,2025-08-23,92,12,6,26,187,434
189,2025-08-24,98,12,6,16,131,312
189,2025-08-25,97,12,7,46,150,330
189,2025-08-26,99,12,6,16,144,371
189,2025-08-27,105,13,7,49,184,427
189,2025-08-28,98,13,7,30,126,341
189,2025-08-29,101,12,7,24,155,406
189,2025-08-30,103,12,5,17,156,407
189,2025-08-31,96,12,6,14,142,421
189,2025-09-01,99,12,7,12,141,285
189,2025-09-02,102,13,8,19,184,522
189,2025-09-03,104,13,6,38,247,567
189,2025-09-04,104,12,8,12,153,434
189,2025-09-05,101,12,7,27,118,344
190,2025-08-07,1093,166,98,523,199,469
190,2025-08-08,1069,170,93,522,158,462
190,2025-08-09,1140,156,90,510,161,369
190,2025-08-10,1043,165,102,552,142,352
190,2025-08-11,960,146,73,551,129,272
190,2025-08-12,966,147,85,563,121,323
190,2025-08-13,1049,156,72,537,119,284
190,2025-08-14,1125,157,96,547,148,393
190,2025-08-15,1123,171,99,529,141,374
190,2025-08-16,1054,171,109,551,146,413
190,2025-08-17,990,173,89,553,163,460
190,2025-08-18,1010,163,96,558,163,486
190,2025-08-19,995,163,90,571,193,447
190,2025-08-20,1073,152,77,544,131,330
190,2025-08-21,1114,178,87,544,169,395
190,2025-08-22,1125,165,97,538,116,257
190,2025-08-23,1054,166,93,551,150,308
190,2025-08-24,1046,147,79,530,168,430
190,2025-08-25,1059,160,99,552,156,357
190,2025-08-26,995,168,105,564,112,230
190,2025-08-27,1126,174,111,513,140,329
190,2025-08-28,1106,161,81,534,62,126
190,2025-08-29,1053,156,83,537,134,353
190,2025-08-30,905,171,97,590,218,448
190,2025-08-31,958,159,84,584,148,329
190,2025-09-01,1089,156,68,530,117,254
190,2025-09-02,1082,147,86,540,124,340
190,2025-09-03,1086,161,93,512,189,454
190,2025-09-04,1056,163,84,517,164,475
190,2025-09-05,1053,147,79,541,129,322
191,2025-08-07,1368,169,104,373,151,319
191,2025-08-08,1502,174,108,318,143,388
191,2025-08-09,1464,176,116,319,83,193
191,2025-08-10,1460,169,100,360,139,314
191,2025-08-11,1365,169,116,329,140,332
191,2025-08-12,1348,168,108,383,171,484
191,2025-08-13,1375,174,97,358,98,232
191,2025-08-14,1532,177,101,319,199,411
191,2025-08-15,1501,181,111,314,170,506
191,2025-08-16,1440,172,102,328,128,381
191,2025-08-17,1381,167,105,329,164,462
191,2025-08-18,1342,151,90,377,171,373
191,2025-08-19,1392,161,107,346,76,189
191,2025-08-20,1504,175,112,325,106,263
191,2025-08-21,1468,178,103,340,170,437
191,2025-08-22,1497,172,104,305,157,427
191,2025-08-23,1388,171,108,336,115,291
191,2025-08-24,1346,163,90,348,162,458
191,2025-08-25,1352,175,113,368,125,327
191,2025-08-26,1467,173,106,347,153,338
191,2025-08-27,1500,173,111,317,148,412
191,2025-08-28,1466,178,114,332,136,374
191,2025-08-29,1473,174,109,343,153,378
191,2025-08-30,1370,172,104,369,163,453
191,2025-08-31,1381,162,94,359,112,286
191,2025-09-01,1430,172,111,355,168,415
191,2025-09-02,1512,177,95,315,146,383
191,2025-09-03,1500,173,110,324,187,435
191,2025-09-04,1452,178,113,323,165,397
191,2025-09-05,1385,166,109,371,147,350
192,2025-08-07,95,9,4,26,116,266
192,2025-08-08,102,10,5,20,141,363
192,2025-08-09,103,9,4,30,137,346
192,2025-08-10,97,9,4,37,91,249
192,2025-08-11,90,9,4,17,129,353
192,2025-08-12,89,9,4,3,155,354
192,2025-08-13,97,8,3,31,122,311
192,2025-08-14,98,9,4,21,144,325
192,2025-08-15,102,9,4,44,161,378
192,2025-08-16,102,9,4,14,193,463
192,2025-08-17,94,9,4,52,110,226
192,2025-08-18,92,8,3,17,175,425
192,2025-08-19,91,9,4,35,145,357
192,2025-08-20,99,9,5,0,177,412
192,2025-08-21,97,9,4,45,217,502
192,2025-08-22,95,10,5,69,135,277
192,2025-08-23,96,9,5,8,140,313
192,2025-08-24,86,8,4,54,169,477
192,2025-08-25,92,8,4,14,134,376
192,2025-08-26,92,9,5,20,223,499
192,2025-08-27,100,9,5,12,163,329
192,2025-08-28,104,9,5,7,155,436
192,2025-08-29,90,9,5,24,130,308
192,2025-08-30,91,8,4,4,210,474
192,2025-08-31,96,8,4,0,169,367
192,2025-09-01,99,9,5,31,171,396
192,2025-09-02,101,9,4,12,148,408
192,2025-09-03,101,9,5,28,191,515
192,2025-09-04,100,9,4,16,87,222
192,2025-09-05,95,9,5,15,150,364
193,2025-08-07,1177,145,77,529,134,305
193,2025-08-08,1202,149,80,575,85,178
193,2025-08-09,1319,157,95,527,224,666
193,2025-08-10,1150,151,91,550,117,300
193,2025-08-11,1140,157,94,550,89,244
193,2025-08-12,1207,141,64,558,156,372
193,2025-08-13,1075,155,83,578,146,377
193,2025-08-14,1282,150,75,535,164,369
193,2025-08-15,1331,164,95,558,126,357
193,2025-08-16,1216,144,80,555,116,260
193,2025-08-17,1159,151,80,587,162,389
193,2025-08-18,1098,149,85,592,146,303
193,2025-08-19,1223,148,80,545,128,314
193,2025-08-20,1186,160,94,568,138,360
193,2025-08-21,1276,163,84,547,157,331
193,2025-08-22,1142,133,65,563,131,294
193,2025-08-23,1110,160,79,576,170,412
193,2025-08-24,1178,145,75,543,206,430
193,2025-08-25,1134,145,72,590,114,270
193,2025-08-26,1212,150,76,547,133,280
193,2025-08-27,1276,166,91,521,174,358
193,2025-08-28,1257,165,80,533,188,391
193,2025-08-29,1130,154,90,580,222,558
193,2025-08-30,1172,138,82,579,143,389
193,2025-08-31,1180,138,81,544,152,425
193,2025-09-01,1209,153,88,557,138,407
193,2025-09-02,1293,154,85,559,66,148
193,2025-09-03,1275,153,88,536,171,346
193,2025-09-04,1224,146,81,532,131,278
193,2025-09-05,1103,128,77,577,146,311
194,2025-08-07,1811,211,115,470,158,442
194,2025-08-08,1839,223,140,434,133,391
194,2025-08-09,1910,237,133,431,146,412
194,2025-08-10,1909,227,123,425,148,340
194,2025-08-11,1839,213,123,438,178,520
194,2025-08-12,1768,215,106,477,161,386
194,2025-08-13,1844,216,128,442,152,394
194,2025-08-14,1918,236,137,405,148,438
194,2025-08-15,1924,249,134,406,179,443
194,2025-08-16,1861,223,120,443,194,405
194,2025-08-17,1729,222,133,487,130,269
194,2025-08-18,1831,210,120,449,98,236
194,2025-08-19,1798,226,127,427,160,435
194,2025-08-20,1922,238,137,416,127,317
194,2025-08-21,1960,238,150,438,183,484
194,2025-08-22,1827,238,124,456,116,302
194,2025-08-23,1862,219,122,421,158,458
194,2025-08-24,1640,224,120,475,183,428
194,2025-08-25,1797,209,107,453,149,311
194,2025-08-26,1968,233,122,394,148,332
194,2025-08-27,1916,256,148,418,148,380
194,2025-08-28,1843,245,128,441,182,506
194,2025-08-29,1874,225,104,448,120,318
194,2025-08-30,1770,218,114,447,198,576
194,2025-08-31,1739,213,125,465,170,457
194,2025-09-01,1816,241,143,466,161,366
194,2025-09-02,1940,243,132,416,135,399
194,2025-09-03,1940,239,130,435,126,317
194,2025-09-04,1827,231,130,453,172,459
194,2025-09-05,1708,219,123,489,91,198
195,2025-08-07,713,82,38,292,125,354
195,2025-08-08,747,89,38,281,123,305
195,2025-08-09,696,84,45,322,135,359
195,2025-08-10,708,89,40,304,169,408
195,2025-08-11,710,83,43,334,168,339
195,2025-08-12,627,87,43,305,130,303
195,2025-08-13,713,83,43,284,144,291
195,2025-08-14,731,90,47,298,117,330
195,2025-08-15,714,87,40,285,174,352
195,2025-08-16,685,90,47,291,109,303
195,2025-08-17,678,81,38,287,150,323
195,2025-08-18,628,80,41,325,91,217
195,2025-08-19,673,84,43,332,121,345
195,2025-08-20,693,84,45,316,150,320
195,2025-08-21,675,89,47,329,98,211
195,2025-08-22,726,85,46,297,105,280
195,2025-08-23,654,80,45,306,138,292
195,2025-08-24,678,80,38,327,172,417
195,2025-08-25,648,81,47,262,206,466
195,2025-08-26,711,90,43,285,142,395
195,2025-08-27,744,93,40,265,126,375
195,2025-08-28,690,89,42,296,188,554
195,2025-08-29,714,84,35,288,67,194
195,2025-08-30,628,80,37,324,134,390
195,2025-08-31,648,81,34,325,143,410
195,2025-09-01,701,86,44,288,171,438
195,2025-09-02,733,90,49,322,142,312
195,2025-09-03,738,88,38,313,121,253
195,2025-09-04,734,86,46,315,132,287
195,2025-09-05,636,93,46,331,159,327
196,2025-08-07,968,72,48,248,176,365
196,2025-08-08,958,75,56,228,152,384
196,2025-08-09,982,66,41,223,137,364
196,2025-08-10,925,61,45,241,173,499
196,2025-08-11,835,68,41,265,126,303
196,2025-08-12,847,69,45,254,127,322
196,2025-08-13,940,73,54,229,130,317
196,2025-08-14,929,67,45,243,139,314
196,2025-08-15,1004,73,44,228,193,535
196,2025-08-16,944,71,43,248,159,347
196,2025-08-17,885,70,45,249,152,393
196,2025-08-18,885,66,39,250,158,470
196,2025-08-19,858,68,40,244,185,373
196,2025-08-20,905,68,46,225,147,369
196,2025-08-21,993,71,47,193,189,387
196,2025-08-22,1006,73,48,221,192,566
196,2025-08-23,927,68,54,246,155,391
196,2025-08-24,836,62,40,292,139,305
196,2025-08-25,873,62,37,241,138,288
196,2025-08-26,931,65,48,252,133,311
196,2025-08-27,964,71,52,228,149,315
196,2025-08-28,964,77,53,229,165,344
196,2025-08-29,870,62,44,251,189,463
196,2025-08-30,887,64,44,254,135,300
196,2025-08-31,896,67,47,247,196,484
196,2025-09-01,930,70,45,222,146,332
196,2025-09-02,901,73,53,229,107,252
196,2025-09-03,999,71,47,204,119,269
196,2025-09-04,927,65,53,258,140,358
196,2025-09-05,897,62,38,240,162,377
197,2025-08-07,753,43,28,197,139,323
197,2025-08-08,790,46,26,177,131,342
197,2025-08-09,773,42,25,204,236,562
197,2025-08-10,758,44,30,176,148,411
197,2025-08-11,743,43,28,218,152,361
197,2025-08-12,737,40,26,233,149,323
197,2025-08-13,716,40,28,195,193,397
197,2025-08-14,787,44,28,207,128,269
197,2025-08-15,796,43,28,213,101,292
197,2025-08-16,824,43,30,156,195,476
197,2025-08-17,715,43,25,201,127,265
197,2025-08-18,721,38,21,218,138,345
197,2025-08-19,721,41,22,230,145,379
197,2025-08-20,795,43,29,179,150,364
197,2025-08-21,777,42,26,186,126,253
197,2025-08-22,765,44,26,185,180,373
197,2025-08-23,746,45,25,210,176,449
197,2025-08-24,731,38,26,209,125,365
197,2025-08-25,732,45,30,241,147,424
197,2025-08-26,772,42,27,186,89,185
197,2025-08-27,763,45,24,179,186,517
197,2025-08-28,796,45,30,177,208,565
197,2025-08-29,759,40,27,215,128,292
197,2025-08-30,718,42,28,214,151,321
197,2025-08-31,720,42,26,170,147,382
197,2025-09-01,743,42,24,177,191,529
197,2025-09-02,816,48,31,161,115,314
197,2025-09-03,808,47,28,199,118,239
197,2025-09-04,786,38,24,211,114,237
197,2025-09-05,751,43,26,187,144,366
198,2025-08-07,1475,229,124,328,152,437
198,2025-08-08,1588,236,121,313,210,505
198,2025-08-09,1571,254,133,304,157,393
198,2025-08-10,1360,205,103,342,125,322
198,2025-08-11,1449,205,102,345,112,331
198,2025-08-12,1485,210,106,345,165,371
198,2025-08-13,1487,235,123,341,167,425
198,2025-08-14,1539,236,127,325,121,337
198,2025-08-15,1512,251,136,331,115,240
198,2025-08-16,1484,243,134,322,121,318
198,2025-08-17,1543,207,102,339,170,456
198,2025-08-18,1444,210,102,319,162,446
198,2025-08-19,1379,214,116,354,147,301
198,2025-08-20,1610,229,108,311,169,425
198,2025-08-21,1579,236,151,294,149,323
198,2025-08-22,1510,216,125,318,186,531
198,2025-08-23,1420,226,124,343,144,289
198,2025-08-24,1375,216,98,377,176,498
198,2025-08-25,1429,210,107,338,169,444
198,2025-08-26,1460,240,148,313,97,208
198,2025-08-27,1545,211,108,318,113,284
198,2025-08-28,1468,241,145,309,167,474
198,2025-08-29,1439,228,131,346,173,349
198,2025-08-30,1401,195,107,360,139,321
198,2025-08-31,1405,208,110,323,134,314
198,2025-09-01,1499,205,97,320,146,308
198,2025-09-02,1561,228,131,293,186,466
198,2025-09-03,1558,235,142,321,151,375
198,2025-09-04,1433,212,113,336,154,432
198,2025-09-05,1451,225,128,324,207,594
199,2025-08-07,431,47,28,52,141,410
199,2025-08-08,462,50,34,18,160,374
199,2025-08-09,435,55,31,20,155,347
199,2025-08-10,430,49,25,51,128,335
199,2025-08-11,401,48,27,41,160,346
199,2025-08-12,406,46,27,37,163,437
199,2025-08-13,408,48,29,60,147,329
199,2025-08-14,429,51,28,47,193,525
199,2025-08-15,425,57,33,46,183,465
199,2025-08-16,426,48,28,45,98,221
199,2025-08-17,393,49,27,105,137,367
199,2025-08-18,404,49,33,63,144,399
199,2025-08-19,399,48,29,27,157,379
199,2025-08-20,429,51,29,50,86,237
199,2025-08-21,435,53,34,45,180,483
199,2025-08-22,432,50,31,35,159,332
199,2025-08-23,380,49,34,64,172,515
199,2025-08-24,378,46,29,89,87,258
199,2025-08-25,406,50,33,93,127,294
199,2025-08-26,409,45,26,48,154,420
199,2025-08-27,435,52,30,44,161,481
199,2025-08-28,427,54,32,47,227,547
199,2025-08-29,413,51,31,15,95,219
199,2025-08-30,367,46,28,55,178,498
199,2025-08-31,389,51,31,32,153,412
199,2025-09-01,420,45,24,13,108,288
199,2025-09-02,414,50,28,59,136,287
199,2025-09-03,415,50,30,26,147,313
199,2025-09-04,439,53,32,35,140,411
199,2025-09-05,398,48,30,48,186,373
200,2025-08-07,890,80,45,120,153,412
200,2025-08-08,876,81,45,130,142,404
200,2025-08-09,890,77,48,105,149,371
200,2025-08-10,886,83,48,135,120,357
200,2025-08-11,827,76,47,109,207,416
200,2025-08-12,810,77,37,143,152,319
200,2025-08-13,827,81,46,135,140,410
200,2025-08-14,855,82,47,128,195,575
200,2025-08-15,893,85,48,116,106,229
200,2025-08-16,835,80,42,102,188,490
200,2025-08-17,853,75,42,130,155,420
200,2025-08-18,816,73,39,129,160,359
200,2025-08-19,835,73,43,144,137,316
200,2025-08-20,869,86,48,106,132,375
200,2025-08-21,889,84,41,141,177,493
200,2025-08-22,875,85,49,124,144,291
200,2025-08-23,843,79,46,127,182,376
200,2025-08-24,805,70,38,136,137,284
200,2025-08-25,841,72,41,143,189,506
200,2025-08-26,860,79,40,113,135,381
200,2025-08-27,890,78,44,119,113,317
200,2025-08-28,889,85,44,103,95,240
200,2025-08-29,868,79,40,114,136,381
200,2025-08-30,799,73,40,141,172,388
200,2025-08-31,852,74,41,161,175,381
200,2025-09-01,873,80,40,107,201,540
200,2025-09-02,892,79,44,125,159,447
200,2025-09-03,932,81,41,109,187,559
200,2025-09-04,857,79,40,138,154,430
200,2025-09-05,792,79,42,116,141,344
201,2025-08-07,313,32,18,53,155,463
201,2025-08-08,343,35,20,31,164,348
201,2025-08-09,344,33,20,44,187,550
201,2025-08-10,328,33,17,61,180,360
201,2025-08-11,313,33,18,91,169,467
201,2025-08-12,303,33,17,75,148,331
201,2025-08-13,332,33,15,70,212,536
201,2025-08-14,332,33,19,64,120,271
201,2025-08-15,350,38,21,80,120,254
201,2025-08-16,335,35,19,76,76,196
201,2025-08-17,314,32,16,72,194,389
201,2025-08-18,316,33,17,44,155,418
201,2025-08-19,315,33,18,40,181,503
201,2025-08-20,333,33,15,51,183,387
201,2025-08-21,343,34,19,62,121,299
201,2025-08-22,334,33,17,64,158,439
201,2025-08-23,326,30,18,66,153,321
201,2025-08-24,303,29,15,90,81,199
201,2025-08-25,320,33,17,64,118,322
201,2025-08-26,338,34,18,66,142,335
201,2025-08-27,332,33,17,45,103,240
201,2025-08-28,342,36,19,84,152,385
201,2025-08-29,340,34,16,64,161,341
201,2025-08-30,313,31,20,63,159,427
201,2025-08-31,330,32,18,94,143,312
201,2025-09-01,334,32,17,71,207,414
201,2025-09-02,342,32,16,34,195,419
201,2025-09-03,352,35,17,82,167,440
201,2025-09-04,334,30,16,65,181,427
201,2025-09-05,315,29,14,72,171,377
202,2025-08-07,1627,153,99,34,144,321
202,2025-08-08,1705,160,102,29,185,498
202,2025-08-09,1628,175,114,34,134,360
202,2025-08-10,1648,167,110,36,128,309
202,2025-08-11,1507,149,81,46,135,350
202,2025-08-12,1571,151,80,26,190,449
202,2025-08-13,1613,149,103,24,163,354
202,2025-08-14,1682,157,90,33,161,330
202,2025-08-15,1631,170,98,32,187,474
202,2025-08-16,1715,158,100,0,145,365
202,2025-08-17,1564,155,98,30,239,657
202,2025-08-18,1535,145,95,36,133,273
202,2025-08-19,1518,153,98,35,188,379
202,2025-08-20,1692,149,96,16,148,327
202,2025-08-21,1686,167,105,43,131,371
202,2025-08-22,1680,159,103,25,140,313
202,2025-08-23,1596,167,105,37,151,341
202,2025-08-24,1543,146,105,71,176,515
202,2025-08-25,1569,157,113,29,127,258
202,2025-08-26,1667,151,96,25,102,219
202,2025-08-27,1708,160,90,1,208,438
202,2025-08-28,1684,167,102,0,176,422
202,2025-08-29,1615,152,96,47,119,259
202,2025-08-30,1580,145,100,32,235,694
202,2025-08-31,1528,158,107,38,135,293
202,2025-09-01,1667,136,81,42,156,366
202,2025-09-02,1654,163,100,35,167,466
202,2025-09-03,1701,164,110,0,127,320
202,2025-09-04,1661,161,103,10,191,513
202,2025-09-05,1654,146,90,8,168,355
203,2025-08-07,1517,113,57,216,177,390
203,2025-08-08,1609,132,64,238,191,457
203,2025-08-09,1587,124,63,227,249,665
203,2025-08-10,1487,112,50,249,126,313
203,2025-08-11,1439,128,59,270,139,405
203,2025-08-12,1402,112,54,282,201,460
203,2025-08-13,1474,111,48,249,121,355
203,2025-08-14,1437,130,64,266,181,449
203,2025-08-15,1592,125,56,214,165,358
203,2025-08-16,1622,130,65,186,112,294
203,2025-08-17,1474,120,64,240,175,498
203,2025-08-18,1429,117,63,265,159,406
203,2025-08-19,1455,115,60,202,142,380
203,2025-08-20,1566,125,57,252,133,352
203,2025-08-21,1581,120,54,217,96,198
203,2025-08-22,1649,124,65,189,142,361
203,2025-08-23,1515,118,47,241,224,610
203,2025-08-24,1536,117,62,218,108,268
203,2025-08-25,1448,113,45,246,105,230
203,2025-08-26,1554,120,52,203,154,338
203,2025-08-27,1581,113,54,237,195,477
203,2025-08-28,1630,131,58,197,158,466
203,2025-08-29,1578,119,49,223,135,309
203,2025-08-30,1526,127,63,230,191,568
203,2025-08-31,1404,117,56,274,102,292
203,2025-09-01,1527,124,52,209,110,239
203,2025-09-02,1713,126,63,185,188,436
203,2025-09-03,1634,125,57,198,128,282
203,2025-09-04,1570,127,58,219,80,237
203,2025-09-05,1457,111,50,238,103,268
204,2025-08-07,1008,105,58,415,133,328
204,2025-08-08,1037,105,64,417,133,305
204,2025-08-09,1085,109,62,398,147,348
204,2025-08-10,970,105,59,424,192,453
204,2025-08-11,886,92,48,443,129,313
204,2025-08-12,931,100,62,443,165,428
204,2025-08-13,962,98,53,391,153,361
204,2025-08-14,1068,99,54,397,178,489
204,2025-08-15,1079,107,66,386,143,299
204,2025-08-16,1013,106,64,390,132,351
204,2025-08-17,968,102,56,433,167,379
204,2025-08-18,892,89,51,443,183,453
204,2025-08-19,947,98,56,414,174,478
204,2025-08-20,998,106,64,416,181,390
204,2025-08-21,1078,104,53,409,166,465
204,2025-08-22,1017,104,55,405,152,455
204,2025-08-23,966,109,70,419,211,525
204,2025-08-24,926,100,59,441,159,350
204,2025-08-25,983,96,56,434,116,281
204,2025-08-26,998,98,60,422,151,328
204,2025-08-27,1036,104,60,406,187,396
204,2025-08-28,1004,104,53,422,114,241
204,2025-08-29,995,100,60,384,194,580
204,2025-08-30,944,92,56,445,195,430
204,2025-08-31,964,91,55,437,168,458
204,2025-09-01,986,105,61,406,123,365
204,2025-09-02,1038,98,50,411,102,228
204,2025-09-03,969,105,63,462,168,485
204,2025-09-04,1065,109,65,380,196,450
204,2025-09-05,920,100,63,424,148,388
205,2025-08-07,1666,153,84,462,126,295
205,2025-08-08,1711,156,87,478,171,426
205,2025-08-09,1676,152,85,458,58,161
205,2025-08-10,1632,152,82,463,133,356
205,2025-08-11,1558,140,73,520,118,275
205,2025-08-12,1571,143,77,504,160,456
205,2025-08-13,1643,142,76,487,128,349
205,2025-08-14,1686,154,86,496,172,447
205,2025-08-15,1733,157,85,468,187,527
205,2025-08-16,1656,160,95,472,116,294
205,2025-08-17,1579,139,76,491,148,377
205,2025-08-18,1601,144,86,505,170,422
205,2025-08-19,1605,147,78,497,162,422
205,2025-08-20,1717,157,87,453,161,378
205,2025-08-21,1711,165,88,450,206,616
205,2025-08-22,1692,152,80,490,125,360
205,2025-08-23,1645,142,74,489,118,316
205,2025-08-24,1560,149,73,531,157,454
205,2025-08-25,1612,135,67,500,132,320
205,2025-08-26,1659,154,85,461,134,338
205,2025-08-27,1700,162,89,481,133,274
205,2025-08-28,1728,151,92,480,92,274
205,2025-08-29,1622,144,88,502,172,445
205,2025-08-30,1642,144,80,482,146,323
205,2025-08-31,1559,139,78,535,157,353
205,2025-09-01,1676,140,79,505,136,390
205,2025-09-02,1753,152,89,462,177,382
205,2025-09-03,1694,156,92,483,163,372
205,2025-09-04,1602,146,83,465,126,336
205,2025-09-05,1594,149,83,499,167,476
206,2025-08-07,1683,124,54,148,182,525
206,2025-08-08,1767,126,66,145,148,407
206,2025-08-09,1748,130,58,122,109,238
206,2025-08-10,1670,116,59,142,138,338
206,2025-08-11,1617,119,52,175,191,389
206,2025-08-12,1583,115,52,189,124,253
206,2025-08-13,1647,118,46,186,200,515
206,2025-08-14,1725,124,57,132,178,477
206,2025-08-15,1664,127,62,186,128,260
206,2025-08-16,1653,124,54,155,164,442
206,2025-08-17,1706,126,62,119,138,342
206,2025-08-18,1593,113,52,176,87,230
